location,date,total_cases,total_deaths,Death_Percentage
India,2021-06-01,28175044,331895,1.17797509
India,2021-05-31,28047534,329100,1.173365188
India,2021-04-21,15616130,182553,1.16900282
India,2021-05-30,27894800,325972,1.168576222
India,2021-05-29,27729247,322512,1.163075218
India,2021-04-22,15930965,184657,1.159107436
India,2021-05-28,27555457,318895,1.157284381
India,2021-05-27,27369093,315235,1.151791914
India,2021-04-23,16263695,186920,1.149308321
India,2021-05-26,27157795,311388,1.146587932
India,2021-04-24,16610481,189544,1.141110844
India,2021-05-25,26948874,307231,1.140051343
India,2021-05-24,26752447,303720,1.135298016
India,2021-04-25,16960172,192311,1.133897699
India,2021-05-23,26530132,299266,1.128023034
India,2021-04-26,17313163,195123,1.127021099
India,2021-05-22,26289290,295525,1.124126973
India,2021-04-27,17636307,197894,1.122082985
India,2021-05-21,26031991,291331,1.119126847
India,2021-04-28,17997267,201187,1.117875286
India,2021-04-29,18376524,204832,1.114639526
India,2021-05-20,25772440,287122,1.114066033
India,2021-05-19,25496330,283248,1.110936358
India,2021-04-30,18762976,208330,1.110324929
India,2021-05-01,19164969,211853,1.105417911
India,2021-05-18,25228996,278719,1.104756606
India,2021-05-02,19557457,215542,1.102096249
India,2021-05-17,24965463,274390,1.099078355
India,2021-05-03,19925604,218959,1.098882624
India,2021-05-04,20282833,222408,1.096533211
India,2021-05-16,24684077,270284,1.094973087
India,2021-05-05,20665148,226188,1.094538495
India,2021-05-15,24372907,266207,1.092225068
India,2021-05-06,21077410,230168,1.092012728
India,2021-05-14,24046809,262317,1.090859914
India,2021-05-13,23703665,258317,1.089776623
India,2021-05-07,21491598,234083,1.089183782
India,2021-05-12,23340938,254197,1.089060774
India,2021-05-08,21892676,238270,1.088354845
India,2021-05-11,22992517,249992,1.087275482
India,2021-05-09,22296414,242362,1.086999909
India,2021-05-10,22662575,246116,1.086001922
India,2020-01-30,1,0,0
India,2020-01-31,5,0,0
India,2020-02-01,5,0,0
India,2020-02-02,2,0,0
India,2020-02-03,3,0,0
India,2020-02-04,7,0,0
India,2020-02-05,7,0,0
India,2020-02-06,7,0,0
India,2020-02-07,7,0,0
India,2020-02-08,7,0,0
India,2020-02-09,7,0,0
India,2020-02-10,7,0,0
India,2020-02-11,7,0,0
India,2020-02-12,7,0,0
India,2020-02-13,7,0,0
India,2020-02-14,7,0,0
India,2020-02-15,7,0,0
India,2020-02-16,7,0,0
India,2020-02-17,7,0,0
India,2020-02-18,7,0,0
India,2020-02-19,7,0,0
India,2020-02-20,7,0,0
India,2020-02-21,7,0,0
India,2020-02-22,7,0,0
India,2020-02-23,7,0,0
India,2020-02-24,7,0,0
India,2020-02-25,7,0,0
India,2020-02-26,7,0,0
India,2020-02-27,7,0,0
India,2020-02-28,7,0,0
India,2020-02-29,7,0,0
India,2020-03-01,7,0,0
India,2020-03-02,5,0,0
India,2020-03-03,9,0,0
India,2020-03-04,28,0,0
India,2020-03-05,29,0,0
India,2020-03-06,31,0,0
India,2020-03-07,34,0,0
India,2020-03-08,39,0,0
India,2020-03-09,44,0,0
India,2020-03-10,50,0,0
India,2020-03-11,60,0,0
India,2020-03-12,73,0,0
